,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,price,bat_bed,sqft_floors
13648,4,2.0,2.0,0,0,4,9,3200,0,98077,785000,0.5,1600.0
13649,5,2.0,2.0,0,0,3,11,4470,0,98072,831500,0.4,2235.0
13650,4,2.0,2.0,0,0,3,7,2570,0,98042,360000,0.5,1285.0
13651,3,2.0,2.0,0,0,3,9,2370,0,98056,655000,0.6666666666666666,1185.0
13652,4,2.0,2.0,0,0,4,7,1800,0,98034,449950,0.5,900.0
13653,5,2.0,1.0,0,0,3,8,1290,1010,98052,612000,0.4,1290.0
13654,3,2.0,2.0,0,0,3,8,3240,0,98059,575000,0.6666666666666666,1620.0
13655,3,2.0,1.0,0,0,3,9,960,1320,98011,557000,0.6666666666666666,960.0
13656,4,2.0,1.0,0,1,5,6,1030,840,98056,375000,0.5,1030.0
13657,3,2.0,1.0,0,0,4,7,1820,0,98092,369000,0.6666666666666666,1820.0
13658,5,3.0,1.0,0,0,4,7,1290,1100,98118,330000,0.6,1290.0
13659,4,2.0,1.0,0,3,3,8,1410,700,98105,1030000,0.5,1410.0
13660,2,1.0,1.0,0,0,4,7,980,0,98103,550000,0.5,980.0
13661,3,2.0,1.0,0,0,4,7,1250,0,98155,338000,0.6666666666666666,1250.0
13662,4,2.0,2.0,0,2,5,9,3680,0,98004,1900000,0.5,1840.0
13663,3,1.0,1.0,0,0,3,7,1230,1000,98118,235000,0.3333333333333333,1230.0
13664,1,1.0,2.0,0,0,4,6,1230,0,98133,349950,1.0,615.0
13665,5,2.0,2.0,0,0,5,7,2093,0,98058,300000,0.4,1046.5
13666,3,2.0,1.0,0,0,5,7,1660,0,98056,431000,0.6666666666666666,1660.0
13667,5,2.0,1.0,0,0,4,7,1100,530,98042,280000,0.4,1100.0
13668,4,2.0,2.0,0,0,3,7,1677,0,98023,295000,0.5,838.5
13669,4,2.0,2.0,0,0,3,7,2990,0,98038,445000,0.5,1495.0
13670,5,1.0,2.0,0,0,3,7,2150,0,98065,550000,0.2,1075.0
13671,4,2.0,2.0,0,0,3,9,2890,0,98024,515000,0.5,1445.0
13672,3,2.0,1.0,0,0,4,9,3050,0,98055,555000,0.6666666666666666,3050.0
13673,3,2.0,2.0,0,0,3,7,1410,0,98146,265000,0.6666666666666666,705.0
13674,4,2.0,2.0,0,0,5,8,1520,760,98103,597000,0.5,760.0
13675,2,1.0,1.0,0,0,4,7,1260,0,98199,661000,0.5,1260.0
13676,3,2.0,2.0,0,0,3,7,1460,0,98053,362764,0.6666666666666666,730.0
13677,4,2.0,1.0,0,0,3,8,1310,290,98125,427000,0.5,1310.0
13678,3,2.0,1.0,0,0,3,7,2020,0,98011,405000,0.6666666666666666,2020.0
13679,3,2.0,1.0,0,0,3,7,1170,0,98198,157000,0.6666666666666666,1170.0
13680,3,2.0,1.0,0,0,3,7,1170,0,98198,246500,0.6666666666666666,1170.0
13681,2,2.0,1.0,0,0,3,7,850,430,98074,386500,1.0,850.0
13682,4,2.0,2.0,0,0,3,8,2680,0,98023,300000,0.5,1340.0
13683,3,2.0,1.0,0,0,3,8,1270,500,98023,240000,0.6666666666666666,1270.0
13684,5,4.0,2.0,0,1,3,9,3110,1680,98006,818500,0.8,1555.0
13685,3,2.0,1.0,0,0,4,7,1300,0,98022,249000,0.6666666666666666,1300.0
13686,4,2.0,1.0,0,0,3,8,1700,910,98027,580000,0.5,1700.0
13687,4,2.0,1.0,0,0,3,13,4500,0,98006,2340000,0.5,4500.0
13688,4,2.0,2.0,0,0,3,8,2100,0,98042,333000,0.5,1050.0
13689,2,2.0,1.0,0,0,3,7,1340,0,98022,230000,1.0,1340.0
13690,3,1.0,1.0,0,3,3,6,970,0,98118,360500,0.3333333333333333,970.0
13691,3,2.0,1.0,0,0,3,8,1270,930,98032,265000,0.6666666666666666,1270.0
13692,2,1.0,1.0,0,0,3,7,990,0,98116,490000,0.5,990.0
13693,2,2.0,1.0,0,0,2,7,880,300,98107,600000,1.0,880.0
13694,3,1.0,1.0,0,0,3,7,980,0,98034,307500,0.3333333333333333,980.0
13695,4,2.0,1.0,0,0,3,8,1660,710,98033,670000,0.5,1660.0
13696,3,2.0,2.0,0,0,4,7,1910,0,98002,247200,0.6666666666666666,955.0
13697,4,4.0,2.0,1,4,3,11,3400,1870,98027,2600000,1.0,1700.0
13698,3,2.0,1.0,0,0,4,7,1430,0,98008,440000,0.6666666666666666,1430.0
13699,4,2.0,2.0,0,0,3,8,2490,0,98029,700000,0.5,1245.0
13700,4,2.0,2.0,0,0,4,8,2000,0,98126,756100,0.5,1000.0
13701,4,3.0,1.0,0,0,3,8,1620,980,98006,555000,0.75,1620.0
13702,5,4.0,2.0,0,2,3,8,2270,610,98144,830000,0.8,1135.0
13703,3,1.0,1.0,0,0,4,6,1010,0,98022,180000,0.3333333333333333,1010.0
13704,5,4.0,2.0,0,0,3,9,2670,620,98052,775000,0.8,1335.0
13705,4,2.0,2.0,0,0,4,6,1530,0,98002,220000,0.5,765.0
13706,4,3.0,1.0,0,0,4,9,1620,400,98005,650000,0.75,1620.0
13707,3,2.0,1.0,0,0,4,7,1340,0,98033,410000,0.6666666666666666,1340.0
13708,4,2.0,2.0,0,0,3,7,2180,0,98038,339995,0.5,1090.0
13709,5,2.0,1.0,0,4,5,9,1440,1430,98008,1160000,0.4,1440.0
13710,3,3.0,2.0,0,0,4,7,1330,740,98188,440000,1.0,665.0
13711,2,2.0,1.0,0,0,3,6,930,0,98106,275000,1.0,930.0
13712,3,2.0,2.0,0,0,3,9,2270,0,98052,766000,0.6666666666666666,1135.0
13713,3,2.0,1.0,0,0,4,7,1130,500,98023,231500,0.6666666666666666,1130.0
13714,3,2.0,2.0,0,0,3,9,2770,0,98045,472000,0.6666666666666666,1385.0
13715,4,2.0,2.0,0,0,4,12,4010,0,98052,1330000,0.5,2005.0
13716,4,2.0,1.0,0,0,3,7,1140,830,98178,265000,0.5,1140.0
13717,2,1.0,1.0,0,0,3,7,790,0,98118,325000,0.5,790.0
13718,3,2.0,1.0,0,0,5,7,1040,700,98133,364500,0.6666666666666666,1040.0
13719,2,1.0,1.0,0,0,3,6,1130,0,98155,322500,0.5,1130.0
13720,3,2.0,1.0,0,0,3,7,1040,140,98118,338900,0.6666666666666666,1040.0
13721,5,2.0,2.0,0,0,3,9,2350,0,98112,910000,0.4,1175.0
13722,5,2.0,2.0,0,0,3,9,2350,0,98112,1020000,0.4,1175.0
13723,3,2.0,1.0,0,2,5,6,1100,750,98166,459950,0.6666666666666666,1100.0
13724,4,3.0,2.0,0,0,3,9,3220,0,98059,584950,0.75,1610.0
13725,3,2.0,1.0,0,0,3,7,1520,530,98023,252000,0.6666666666666666,1520.0
13726,3,2.0,1.0,0,0,3,7,1190,240,98022,270000,0.6666666666666666,1190.0
13727,4,2.0,2.0,0,0,3,10,3210,0,98075,750000,0.5,1605.0
13728,3,2.0,1.0,0,4,4,8,1530,1990,98116,775000,0.6666666666666666,1530.0
13729,3,2.0,2.0,0,0,3,8,2260,0,98023,325000,0.6666666666666666,1130.0
13730,5,3.0,2.0,0,0,3,9,3290,0,98074,810000,0.6,1645.0
13731,2,2.0,2.0,0,0,4,8,1640,0,98028,409000,1.0,820.0
13732,4,2.0,1.0,0,0,3,7,1130,450,98144,400000,0.5,1130.0
13733,4,2.0,2.0,0,0,5,7,1940,0,98133,530000,0.5,970.0
13734,3,2.0,2.0,0,0,3,7,1580,0,98033,580000,0.6666666666666666,790.0
13735,3,2.0,1.0,0,1,4,7,1300,450,98074,491300,0.6666666666666666,1300.0
13736,4,3.0,1.0,0,0,4,7,1200,610,98030,272000,0.75,1200.0
13737,3,2.0,1.0,0,4,3,9,1970,0,98022,599950,0.6666666666666666,1970.0
13738,3,2.0,2.0,0,0,3,8,1770,0,98029,464000,0.6666666666666666,885.0
13739,3,2.0,1.0,0,0,5,7,900,900,98103,471001,0.6666666666666666,900.0
13740,3,2.0,1.0,0,0,3,7,1100,400,98031,230000,0.6666666666666666,1100.0
13741,3,1.0,1.0,0,0,4,6,940,0,98008,358000,0.3333333333333333,940.0
13742,3,2.0,1.0,0,0,3,7,1210,1130,98115,510000,0.6666666666666666,1210.0
13743,3,1.0,1.0,0,0,3,6,840,0,98023,86500,0.3333333333333333,840.0
13744,3,1.0,1.0,0,0,3,6,840,0,98023,199950,0.3333333333333333,840.0
13745,3,3.0,3.0,0,3,4,10,2440,500,98109,1710000,1.0,813.3333333333334
13746,3,3.0,2.0,0,0,4,9,2190,990,98126,850000,1.0,1095.0
13747,4,2.0,2.0,0,0,4,7,1480,540,98117,542000,0.5,740.0
13748,2,1.0,1.0,0,0,3,5,820,0,98106,102500,0.5,820.0
13749,3,2.0,1.0,0,0,3,8,2810,1250,98045,718000,0.6666666666666666,2810.0
13750,4,2.0,1.0,0,0,4,8,2180,480,98008,625000,0.5,2180.0
13751,3,1.0,1.0,0,0,4,7,1010,0,98155,350000,0.3333333333333333,1010.0
13752,2,1.0,1.0,0,0,3,6,710,0,98106,216000,0.5,710.0
13753,3,1.0,2.0,0,0,3,7,980,0,98133,340000,0.3333333333333333,490.0
13754,3,1.0,2.0,0,0,3,7,1100,0,98199,505000,0.3333333333333333,550.0
13755,5,2.0,2.0,0,0,3,8,2840,0,98001,372000,0.4,1420.0
13756,4,2.0,2.0,0,0,4,8,2300,0,98023,263850,0.5,1150.0
13757,4,3.0,2.0,0,4,4,11,5370,0,98198,1350000,0.75,2685.0
13758,4,2.0,2.0,0,0,3,8,2280,0,98058,325000,0.5,1140.0
13759,2,1.0,1.0,0,0,3,6,890,120,98106,289000,0.5,890.0
13760,3,2.0,1.0,0,0,3,7,1160,260,98028,364000,0.6666666666666666,1160.0
13761,4,2.0,1.0,0,0,5,8,1250,850,98033,610000,0.5,1250.0
13762,4,3.0,1.0,0,0,4,8,3110,0,98010,531500,0.75,3110.0
13763,3,2.0,2.0,0,0,3,8,2160,0,98028,402500,0.6666666666666666,1080.0
13764,2,1.0,1.0,0,0,4,5,820,0,98136,375000,0.5,820.0
13765,5,2.0,1.0,0,0,5,8,2170,2170,98118,537500,0.4,2170.0
13766,3,2.0,1.0,0,0,3,8,1440,660,98188,375000,0.6666666666666666,1440.0
13767,4,2.0,1.0,0,0,4,7,910,340,98198,293550,0.5,910.0
13768,6,3.0,2.0,0,0,3,8,2700,1170,98077,585000,0.5,1350.0
13769,2,2.0,2.0,0,0,3,6,1360,0,98038,225000,1.0,680.0
13770,4,1.0,2.0,0,0,3,7,1400,0,98146,185000,0.25,700.0
13771,3,2.0,1.0,0,0,3,7,1010,440,98034,402000,0.6666666666666666,1010.0
13772,5,2.0,1.0,0,0,3,7,960,920,98007,585000,0.4,960.0
13773,2,2.0,3.0,0,0,3,9,1380,0,98103,549000,1.0,460.0
13774,3,2.0,2.0,0,0,4,9,2510,400,98199,1810000,0.6666666666666666,1255.0
13775,3,2.0,1.0,0,0,3,7,1380,0,98034,345000,0.6666666666666666,1380.0
13776,3,2.0,1.0,0,0,4,7,1790,1310,98198,302500,0.6666666666666666,1790.0
13777,4,2.0,1.0,0,0,4,7,1400,0,98042,218500,0.5,1400.0
13778,2,2.0,2.0,0,0,5,7,1650,0,98103,705000,1.0,825.0
13779,3,1.0,1.0,0,0,5,6,840,0,98042,191000,0.3333333333333333,840.0
13780,3,2.0,2.0,0,0,3,9,2550,0,98053,695000,0.6666666666666666,1275.0
13781,2,3.0,2.0,0,0,3,7,1630,1190,98168,350000,1.5,815.0
13782,3,2.0,1.0,0,0,4,7,1130,580,98136,480000,0.6666666666666666,1130.0
13783,3,1.0,1.0,0,0,4,6,820,0,98042,220000,0.3333333333333333,820.0
13784,4,2.0,2.0,0,0,3,7,2620,0,98075,535000,0.5,1310.0
13785,2,2.0,1.0,0,4,3,10,2430,0,98177,1000000,1.0,2430.0
13786,3,2.0,1.0,0,0,5,8,1560,0,98117,592000,0.6666666666666666,1560.0
13787,4,2.0,2.0,0,0,3,9,3060,0,98052,775000,0.5,1530.0
13788,3,2.0,2.0,0,0,3,7,1680,0,98056,320000,0.6666666666666666,840.0
13789,3,3.0,2.0,0,0,3,10,3320,0,98166,760000,1.0,1660.0
13790,3,2.0,2.0,0,0,4,9,2390,0,98074,640000,0.6666666666666666,1195.0
13791,3,1.0,1.0,0,0,4,5,1360,0,98056,253200,0.3333333333333333,1360.0
13792,2,1.0,1.0,0,0,3,7,1800,0,98030,228000,0.5,1800.0
13793,3,1.0,1.0,0,0,4,7,1160,0,98077,325000,0.3333333333333333,1160.0
13794,4,3.0,2.0,0,0,3,8,2760,1400,98027,530000,0.75,1380.0
13795,4,2.0,2.0,0,0,3,7,1660,0,98038,300000,0.5,830.0
13796,3,2.0,2.0,0,0,4,7,1410,0,98103,418000,0.6666666666666666,705.0
13797,4,2.0,1.0,0,4,3,8,1180,1050,98178,415000,0.5,1180.0
13798,3,2.0,2.0,0,0,3,7,1700,0,98065,384000,0.6666666666666666,850.0
13799,3,2.0,2.0,0,0,3,8,2070,0,98030,325000,0.6666666666666666,1035.0
13800,3,2.0,1.0,0,2,3,8,2300,0,98028,600000,0.6666666666666666,2300.0
13801,4,2.0,1.0,0,0,4,9,1940,1100,98005,760000,0.5,1940.0
13802,2,2.0,2.0,0,0,4,8,1220,0,98198,168000,1.0,610.0
13803,3,1.0,1.0,0,0,3,7,960,0,98199,405000,0.3333333333333333,960.0
13804,3,1.0,1.0,0,0,4,7,1480,0,98007,479000,0.3333333333333333,1480.0
13805,3,2.0,1.0,0,0,5,7,1150,410,98103,549000,0.6666666666666666,1150.0
13806,3,2.0,1.0,0,0,3,7,1100,0,98001,215000,0.6666666666666666,1100.0
13807,2,2.0,1.0,0,2,3,7,900,0,98116,550000,1.0,900.0
13808,4,2.0,2.0,0,0,4,7,1500,900,98133,389000,0.5,750.0
13809,3,2.0,2.0,0,0,3,8,2320,0,98045,447500,0.6666666666666666,1160.0
13810,5,3.0,1.0,0,0,3,8,1580,990,98034,540000,0.6,1580.0
13811,4,3.0,1.0,0,0,2,7,1300,0,98042,273500,0.75,1300.0
13812,5,3.0,2.0,0,0,3,9,2930,0,98059,257000,0.6,1465.0
13813,2,1.0,1.0,0,0,5,6,720,0,98058,199000,0.5,720.0
13814,4,2.0,2.0,0,0,3,8,2350,0,98092,339100,0.5,1175.0
13815,4,2.0,2.0,0,0,3,9,2940,0,98058,435000,0.5,1470.0
13816,3,2.0,1.0,0,0,4,6,1010,1010,98118,400000,0.6666666666666666,1010.0
13817,2,1.0,1.0,0,0,3,7,1010,420,98065,356000,0.5,1010.0
13818,3,1.0,1.0,0,0,4,7,950,0,98125,395000,0.3333333333333333,950.0
13819,2,1.0,1.0,0,0,4,7,850,400,98103,575000,0.5,850.0
13820,3,2.0,2.0,0,0,4,6,1300,0,98116,515000,0.6666666666666666,650.0
13821,4,3.0,2.0,0,0,4,8,1550,970,98115,618250,0.75,775.0
13822,3,2.0,2.0,0,0,3,7,1330,0,98034,245000,0.6666666666666666,665.0
13823,3,3.0,2.0,0,0,3,9,1890,590,98112,690000,1.0,945.0
13824,5,2.0,1.0,0,0,3,7,1510,1510,98027,465000,0.4,1510.0
13825,3,2.0,1.0,0,0,4,7,1240,530,98023,280000,0.6666666666666666,1240.0
13826,3,2.0,1.0,0,0,3,7,1230,700,98055,285000,0.6666666666666666,1230.0
13827,3,2.0,2.0,0,0,3,7,1650,0,98038,320000,0.6666666666666666,825.0
13828,4,3.0,2.0,0,0,4,7,2130,450,98070,355000,0.75,1065.0
13829,3,2.0,2.0,0,0,3,8,2570,0,98008,670000,0.6666666666666666,1285.0
13830,1,1.0,1.0,0,0,3,7,1440,1440,98126,550000,1.0,1440.0
13831,4,3.0,2.0,0,0,5,8,1860,800,98103,765000,0.75,930.0
13832,3,1.0,2.0,0,0,3,7,1260,300,98118,430000,0.3333333333333333,630.0
13833,3,2.0,2.0,0,2,3,9,3080,0,98199,950000,0.6666666666666666,1540.0
13834,4,2.0,1.0,0,0,4,7,1270,1270,98118,525000,0.5,1270.0
13835,6,2.0,1.0,0,0,3,7,1580,1500,98030,300000,0.3333333333333333,1580.0
13836,3,3.0,2.0,0,0,3,8,2190,0,98003,345000,1.0,1095.0
13837,3,4.0,2.0,0,0,3,8,2930,0,98058,838000,1.3333333333333333,1465.0
13838,5,3.0,1.0,0,3,4,9,1660,1220,98004,1800000,0.6,1660.0
13839,3,2.0,2.0,0,0,3,8,2160,0,98042,390000,0.6666666666666666,1080.0
13840,3,2.0,2.0,0,0,5,7,2110,0,98075,1150000,0.6666666666666666,1055.0
13841,4,2.0,2.0,0,0,3,7,1830,0,98030,295000,0.5,915.0
13842,4,4.0,2.0,0,0,3,8,2530,650,98115,775000,1.0,1265.0
13843,3,2.0,2.0,0,0,3,8,1880,0,98038,380000,0.6666666666666666,940.0
13844,3,1.0,1.0,0,0,3,7,1140,0,98005,550000,0.3333333333333333,1140.0
13845,5,2.0,1.0,0,0,3,7,1798,0,98001,199900,0.4,1798.0
13846,3,2.0,2.0,0,0,5,7,1670,0,98118,329900,0.6666666666666666,835.0
13847,3,2.0,1.0,0,0,3,8,2580,0,98005,898000,0.6666666666666666,2580.0
13848,4,2.0,1.0,0,2,5,8,1860,1860,98075,875000,0.5,1860.0
13849,4,2.0,2.0,0,0,3,9,2790,0,98198,375000,0.5,1395.0
13850,3,2.0,2.0,0,0,3,8,2190,0,98038,365000,0.6666666666666666,1095.0
13851,4,3.0,2.0,0,0,4,7,1540,740,98115,530000,0.75,770.0
13852,3,1.0,1.0,0,0,4,6,1100,0,98042,225500,0.3333333333333333,1100.0
13853,4,2.0,1.0,0,0,3,8,1680,500,98055,318000,0.5,1680.0
13854,4,2.0,2.0,0,0,4,9,2770,0,98027,910000,0.5,1385.0
13855,3,1.0,1.0,0,0,4,7,1280,700,98001,207000,0.3333333333333333,1280.0
13856,5,4.0,2.0,0,0,3,11,4180,0,98004,1890000,0.8,2090.0
13857,6,3.0,1.0,0,0,4,8,1670,1360,98075,624500,0.5,1670.0
13858,3,2.0,2.0,0,0,3,8,1690,0,98199,640000,0.6666666666666666,845.0
13859,3,2.0,2.0,0,0,3,8,1990,0,98027,500000,0.6666666666666666,995.0
13860,5,2.0,1.0,0,0,4,7,1500,750,98034,390000,0.4,1500.0
13861,3,2.0,2.0,0,0,3,7,1550,530,98042,284000,0.6666666666666666,775.0
13862,3,2.0,1.0,0,0,4,8,2460,0,98027,620000,0.6666666666666666,2460.0
13863,3,2.0,2.0,0,0,3,8,2588,0,98042,306000,0.6666666666666666,1294.0
13864,4,2.0,1.0,0,0,3,8,1910,660,98074,495000,0.5,1910.0
13865,3,2.0,2.0,0,0,3,7,2370,0,98019,499950,0.6666666666666666,1185.0
13866,3,1.0,1.0,0,0,3,7,1070,0,98072,330000,0.3333333333333333,1070.0
13867,3,2.0,2.0,0,0,5,7,1150,790,98107,665000,0.6666666666666666,575.0
13868,3,2.0,2.0,0,0,3,8,1830,820,98119,850000,0.6666666666666666,915.0
13869,4,2.0,2.0,0,0,4,8,2290,0,98029,599950,0.5,1145.0
13870,4,2.0,2.0,0,0,3,8,2050,0,98166,360000,0.5,1025.0
13871,3,2.0,2.0,0,0,3,9,2680,0,98052,699000,0.6666666666666666,1340.0
13872,3,2.0,1.0,0,0,5,6,760,760,98117,475000,0.6666666666666666,760.0
13873,3,2.0,2.0,0,0,3,8,2690,0,98070,575000,0.6666666666666666,1345.0
13874,2,2.0,2.0,0,0,3,7,990,190,98144,345000,1.0,495.0
13875,4,2.0,2.0,0,0,3,8,3030,0,98001,367950,0.5,1515.0
13876,3,2.0,2.0,0,0,3,8,1400,0,98028,374500,0.6666666666666666,700.0
13877,4,2.0,2.0,0,0,3,8,3000,0,98125,607500,0.5,1500.0
13878,3,1.0,1.0,0,0,4,7,1200,0,98072,374000,0.3333333333333333,1200.0
13879,3,1.0,1.0,0,0,3,7,1000,0,98125,390000,0.3333333333333333,1000.0
13880,4,3.0,2.0,0,0,3,9,2740,0,98103,705000,0.75,1370.0
13881,3,2.0,2.0,0,0,3,8,1990,0,98065,467000,0.6666666666666666,995.0
13882,3,3.0,1.0,0,0,3,6,2110,0,98198,243500,1.0,2110.0
13883,3,3.0,2.0,0,0,3,10,1690,140,98027,593000,1.0,845.0
13884,3,1.0,1.0,0,0,3,6,940,0,98146,223000,0.3333333333333333,940.0
13885,4,2.0,2.0,0,2,3,9,2980,0,98038,574000,0.5,1490.0
13886,3,2.0,1.0,0,0,3,7,1130,1130,98055,400000,0.6666666666666666,1130.0
13887,4,3.0,1.0,0,0,4,8,1750,1720,98005,772000,0.75,1750.0
13888,3,2.0,1.0,0,0,4,7,1510,0,98052,593777,0.6666666666666666,1510.0
13889,4,4.0,2.0,0,0,4,8,2040,670,98108,539500,1.0,1020.0
13890,3,2.0,2.0,0,0,3,8,2080,0,98029,550000,0.6666666666666666,1040.0
13891,2,2.0,1.0,0,0,3,8,1260,600,98178,265000,1.0,1260.0
13892,3,2.0,1.0,0,0,3,7,1280,840,98072,428000,0.6666666666666666,1280.0
13893,3,2.0,1.0,0,0,5,7,1110,0,98115,505000,0.6666666666666666,1110.0
13894,5,6.0,2.0,0,2,3,11,5190,0,98065,925000,1.2,2595.0
13895,3,2.0,1.0,0,0,3,8,1520,0,98023,230000,0.6666666666666666,1520.0
13896,4,2.0,2.0,0,0,3,10,2650,0,98029,695000,0.5,1325.0
13897,4,3.0,2.0,0,2,3,9,3350,0,98065,700000,0.75,1675.0
13898,3,2.0,2.0,0,0,3,7,1770,0,98103,712500,0.6666666666666666,885.0
13899,3,2.0,2.0,0,0,3,8,2200,0,98011,480000,0.6666666666666666,1100.0
13900,3,2.0,1.0,0,0,4,7,1300,700,98034,470000,0.6666666666666666,1300.0
13901,3,2.0,1.0,0,0,3,7,1150,580,98014,335000,0.6666666666666666,1150.0
13902,3,2.0,1.0,0,0,3,7,900,400,98030,270000,0.6666666666666666,900.0
13903,5,3.0,1.0,0,0,3,8,2530,420,98072,810000,0.6,2530.0
13904,3,3.0,3.0,0,0,3,8,1460,260,98119,589000,1.0,486.6666666666667
13905,2,1.0,1.0,0,0,3,7,880,0,98115,415000,0.5,880.0
13906,4,2.0,1.0,0,0,3,7,1220,570,98058,197000,0.5,1220.0
13907,3,2.0,1.0,0,0,4,7,790,590,98003,235500,0.6666666666666666,790.0
13908,3,2.0,2.0,0,0,3,8,1240,290,98144,460000,0.6666666666666666,620.0
13909,5,2.0,1.0,0,0,4,8,1380,950,98136,572500,0.4,1380.0
13910,5,2.0,1.0,0,0,4,7,1540,0,98059,302000,0.4,1540.0
13911,3,2.0,2.0,0,0,4,10,2530,680,98033,870000,0.6666666666666666,1265.0
13912,3,1.0,1.0,0,0,3,7,960,170,98199,485000,0.3333333333333333,960.0
13913,3,2.0,1.0,0,0,3,7,1460,0,98003,240000,0.6666666666666666,1460.0
13914,3,2.0,1.0,0,0,3,7,1410,0,98034,383000,0.6666666666666666,1410.0
13915,4,3.0,2.0,0,0,3,8,1750,0,98122,750000,0.75,875.0
13916,2,2.0,1.0,0,0,5,6,1370,0,98103,409950,1.0,1370.0
13917,3,2.0,1.0,0,0,3,7,1780,0,98168,246000,0.6666666666666666,1780.0
13918,4,2.0,2.0,0,0,5,7,1490,400,98115,860000,0.5,745.0
13919,3,2.0,2.0,0,0,4,7,1630,0,98058,339950,0.6666666666666666,815.0
13920,5,2.0,1.0,0,0,4,7,1160,1160,98166,315000,0.4,1160.0
13921,3,2.0,2.0,0,0,3,9,2580,0,98074,698000,0.6666666666666666,1290.0
13922,2,2.0,2.0,0,0,4,8,1470,0,98007,419000,1.0,735.0
13923,3,1.0,1.0,0,0,3,7,2298,0,98052,372000,0.3333333333333333,2298.0
13924,3,2.0,2.0,0,0,3,7,1960,0,98065,425000,0.6666666666666666,980.0
13925,3,2.0,2.0,0,0,3,8,1950,1000,98125,386500,0.6666666666666666,975.0
13926,2,1.0,1.0,0,0,3,5,670,0,98125,348000,0.5,670.0
13927,5,4.0,2.0,0,0,3,10,2230,790,98040,754000,0.8,1115.0
13928,4,3.0,2.0,0,0,4,7,2390,0,98002,269950,0.75,1195.0
13929,3,2.0,2.0,0,0,4,10,3090,0,98075,891500,0.6666666666666666,1545.0
13930,4,2.0,1.0,0,0,5,7,890,890,98108,349950,0.5,890.0
13931,2,1.0,1.0,0,0,3,7,1180,240,98055,360000,0.5,1180.0
13932,4,2.0,2.0,0,0,4,8,2420,0,98004,975000,0.5,1210.0
13933,4,2.0,2.0,0,0,5,7,1480,0,98133,449250,0.5,740.0
13934,4,2.0,2.0,0,0,3,7,2190,0,98059,350000,0.5,1095.0
13935,4,2.0,2.0,0,3,4,7,1690,130,98107,790000,0.5,845.0
13936,3,2.0,1.0,0,4,4,9,930,880,98040,990000,0.6666666666666666,930.0
13937,3,2.0,2.0,0,0,3,9,2550,0,98112,834000,0.6666666666666666,1275.0
13938,3,1.0,1.0,0,0,3,7,1060,300,98117,466950,0.3333333333333333,1060.0
13939,3,2.0,2.0,0,3,5,7,1491,768,98001,262500,0.6666666666666666,745.5
13940,4,2.0,2.0,0,0,3,10,3880,0,98074,762300,0.5,1940.0
13941,6,3.0,1.0,0,0,3,8,1780,950,98107,733000,0.5,1780.0
13942,4,2.0,1.0,0,2,3,7,1560,1240,98028,439000,0.5,1560.0
13943,5,3.0,2.0,0,0,4,10,3590,700,98112,1160000,0.6,1795.0
13944,3,2.0,2.0,0,0,3,8,1770,0,98074,420000,0.6666666666666666,885.0
13945,3,2.0,2.0,0,0,3,8,1920,0,98074,549000,0.6666666666666666,960.0
13946,4,2.0,2.0,0,0,5,8,1510,810,98122,518000,0.5,755.0
13947,4,2.0,2.0,0,0,3,9,2961,0,98075,695000,0.5,1480.5
13948,3,2.0,2.0,0,0,3,8,1680,0,98074,485000,0.6666666666666666,840.0
13949,3,2.0,2.0,0,0,4,6,1590,0,98038,280000,0.6666666666666666,795.0
13950,2,1.0,2.0,0,0,4,6,1420,0,98023,306500,0.5,710.0
13951,2,1.0,1.0,0,0,3,6,1370,0,98004,720000,0.5,1370.0
13952,3,2.0,2.0,0,3,3,7,2620,0,98022,277500,0.6666666666666666,1310.0
13953,3,2.0,2.0,1,4,3,8,1810,0,98166,649000,0.6666666666666666,905.0
13954,4,4.0,1.0,1,4,3,10,2940,1790,98033,3400000,1.0,2940.0
13955,2,1.0,1.0,0,0,4,6,700,0,98155,267800,0.5,700.0
13956,4,3.0,2.0,0,0,3,8,2390,0,98029,625000,0.75,1195.0
13957,4,2.0,2.0,0,0,3,9,1590,480,98125,600000,0.5,795.0
13958,4,2.0,2.0,0,0,4,7,1780,0,98155,395000,0.5,890.0
13959,4,2.0,2.0,0,0,3,7,1900,0,98198,212000,0.5,950.0
13960,2,1.0,1.0,0,0,3,7,940,100,98117,425000,0.5,940.0
13961,4,2.0,2.0,0,2,3,8,1770,600,98103,870000,0.5,885.0
13962,3,2.0,2.0,0,0,3,7,1970,0,98065,420000,0.6666666666666666,985.0
13963,4,2.0,2.0,0,0,3,8,2120,0,98027,800000,0.5,1060.0
13964,3,2.0,2.0,0,0,3,8,1960,0,98011,575000,0.6666666666666666,980.0
13965,3,3.0,2.0,0,0,3,9,2170,490,98122,915000,1.0,1085.0
13966,3,2.0,2.0,0,0,3,7,1180,0,98034,400000,0.6666666666666666,590.0
13967,3,2.0,1.0,0,2,4,8,1440,950,98116,750000,0.6666666666666666,1440.0
13968,3,1.0,1.0,0,0,5,7,1250,0,98042,235000,0.3333333333333333,1250.0
13969,5,3.0,1.0,0,0,5,8,1300,1300,98125,599950,0.6,1300.0
13970,2,1.0,1.0,0,0,3,7,940,0,98115,481203,0.5,940.0
13971,5,3.0,2.0,0,0,3,10,3880,0,98040,1820000,0.6,1940.0
